code,label,path
502009,Finanzwirtschaft,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Finanzwirtschaft
502010,Finanzwissenschaft,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Finanzwissenschaft
502011,Genossenschaftswesen,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Genossenschaftswesen
502012,Industriebetriebslehre,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Industriebetriebslehre
502013,Industrieökonomik,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Industrieökonomik
502014,Innovationsforschung,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Innovationsforschung
502015,Innovationsmanagement,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Innovationsmanagement
502016,KMU-Forschung,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > KMU-Forschung
502059,Kreislaufwirtschaft,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Kreislaufwirtschaft
502017,Logistik,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Logistik
502018,Makroökonomie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Makroökonomie
502019,Marketing,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Marketing
502020,Marktforschung,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Marktforschung
502021,Mikroökonomie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Mikroökonomie
502022,Nachhaltiges Wirtschaften,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Nachhaltiges Wirtschaften
502023,NPO-Forschung,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > NPO-Forschung
502024,Öffentliche Wirtschaft,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Öffentliche Wirtschaft
502025,Ökonometrie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Ökonometrie
502026,Personalmanagement,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Personalmanagement
502027,Politische Ökonomie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Politische Ökonomie
502028,Produktionswirtschaft,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Produktionswirtschaft
502029,Produktmanagement,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Produktmanagement
502030,Projektmanagement,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Projektmanagement
502031,Public Management,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Public Management
502032,Qualitätsmanagement,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Qualitätsmanagement
502033,Rechnungswesen,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Rechnungswesen
502034,Regulierungsökonomik,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Regulierungsökonomik
502035,Revisions- und Treuhandwesen,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Revisions- und Treuhandwesen
502036,Risikomanagement,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Risikomanagement
502037,Standortplanung,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Standortplanung
502038,Steuerlehre,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Steuerlehre
502039,Strukturpolitik,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Strukturpolitik
502040,Tourismusforschung,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Tourismusforschung
502041,Umweltmanagement,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Umweltmanagement
502042,Umweltökonomie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Umweltökonomie
502043,Unternehmensberatung,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Unternehmensberatung
502044,Unternehmensführung,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Unternehmensführung
502045,Verhaltensökonomie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Verhaltensökonomie
502055,Verteilungsökonomie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Verteilungsökonomie
502053,Volkswirtschaftslehre,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Volkswirtschaftslehre
502046,Volkswirtschaftspolitik,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Volkswirtschaftspolitik
502047,Volkswirtschaftstheorie,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Volkswirtschaftstheorie
502048,Wirtschaftsethik,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Wirtschaftsethik
502049,Wirtschaftsgeschichte,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Wirtschaftsgeschichte
502050,Wirtschaftsinformatik,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Wirtschaftsinformatik
502056,Wirtschaftsprüfung,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Wirtschaftsprüfung
502051,Wirtschaftsstatistik,Sozialwissenschaften > Wirtschaftswissenschaften > Wirtschaftswissenschaften > Wirtschaftsstatistik
503001,Allgemeine Pädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Allgemeine Pädagogik
503002,Angewandte Pädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Angewandte Pädagogik
503003,Begabungsforschung,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Begabungsforschung
503004,Berufskunde,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Berufskunde
503005,Berufspädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Berufspädagogik
503006,Bildungsforschung,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Bildungsforschung
503007,Didaktik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Didaktik
503008,E-Learning,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > E-Learning
503031,Elementarpädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Elementarpädagogik
503009,Erwachsenenbildung,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Erwachsenenbildung
503010,"Fachdidaktik Agrarwissenschaften, Veterinärmedizin medicine","Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Fachdidaktik Agrarwissenschaften, Veterinärmedizin medicine"
503011,Fachdidaktik Geisteswissenschaften,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Fachdidaktik Geisteswissenschaften
503012,"Fachdidaktik Humanmedizin, Gesundheits- wissenschaften","Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Fachdidaktik Humanmedizin, Gesundheits- wissenschaften"
503013,Fachdidaktik Naturwissenschaften,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Fachdidaktik Naturwissenschaften
503014,Fachdidaktik Sozialwissenschaften,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Fachdidaktik Sozialwissenschaften
503015,Fachdidaktik Technische Wissenschaften,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Fachdidaktik Technische Wissenschaften
503016,Freizeitpädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Freizeitpädagogik
503017,Geschichte der Pädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Geschichte der Pädagogik
503018,Hochschuldidaktik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Hochschuldidaktik
503034,Inklusive Pädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Inklusive Pädagogik
503019,Kunstpädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Kunstpädagogik
503032,Lehr- und Lernforschung,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Lehr- und Lernforschung
503020,Medienpädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Medienpädagogik
503021,Museumspädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Museumspädagogik
503022,Musikpädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Musikpädagogik
503033,Politische Bildung,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Politische Bildung
503023,Qualifikationsforschung,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Qualifikationsforschung
503024,Religionspädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Religionspädagogik
503025,Schulpädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Schulpädagogik
503035,Sexualpädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Sexualpädagogik
503026,Sonder- und Heilpädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Sonder- und Heilpädagogik
503027,Sozialpädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Sozialpädagogik
503028,Sportpädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Sportpädagogik
503029,Sprachlehrforschung,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Sprachlehrforschung
503036,Stimmforschung,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Stimmforschung
503030,Wirtschaftspädagogik,Sozialwissenschaften > Erziehungswissenschaften > Erziehungswissenschaften > Wirtschaftspädagogik
504001,Allgemeine Soziologie,Sozialwissenschaften > Soziologie > Soziologie > Allgemeine Soziologie
504002,Arbeitssoziologie,Sozialwissenschaften > Soziologie > Soziologie > Arbeitssoziologie
504003,Armut und soziale Ausgrenzung,Sozialwissenschaften > Soziologie > Soziologie > Armut und soziale Ausgrenzung
504004,Bevölkerungsstatistik,Sozialwissenschaften > Soziologie > Soziologie > Bevölkerungsstatistik
504005,Bildungssoziologie,Sozialwissenschaften > Soziologie > Soziologie > Bildungssoziologie
504006,Demographie,Sozialwissenschaften > Soziologie > Soziologie > Demographie
504031,Diversitätsforschung,Sozialwissenschaften > Soziologie > Soziologie > Diversitätsforschung
504007,Empirische Sozialforschung,Sozialwissenschaften > Soziologie > Soziologie > Empirische Sozialforschung
504008,Ethnographie,Sozialwissenschaften > Soziologie > Soziologie > Ethnographie
504009,Ethnologie,Sozialwissenschaften > Soziologie > Soziologie > Ethnologie
504010,Europäische Ethnologie,Sozialwissenschaften > Soziologie > Soziologie > Europäische Ethnologie
504011,Familienforschung,Sozialwissenschaften > Soziologie > Soziologie > Familienforschung
504012,Freizeitforschung,Sozialwissenschaften > Soziologie > Soziologie > Freizeitforschung
504013,Gender Mainstreaming,Sozialwissenschaften > Soziologie > Soziologie > Gender Mainstreaming
504014,Gender Studies,Sozialwissenschaften > Soziologie > Soziologie > Gender Studies
504015,Geschichte der Soziologie,Sozialwissenschaften > Soziologie > Soziologie > Geschichte der Soziologie
504016,Jugendsoziologie,Sozialwissenschaften > Soziologie > Soziologie > Jugendsoziologie
504017,Kulturanthropologie,Sozialwissenschaften > Soziologie > Soziologie > Kulturanthropologie
504018,Kultursoziologie,Sozialwissenschaften > Soziologie > Soziologie > Kultursoziologie
504019,Mediensoziologie,Sozialwissenschaften > Soziologie > Soziologie > Mediensoziologie
504020,Medizinsoziologie,Sozialwissenschaften > Soziologie > Soziologie > Medizinsoziologie
504021,Migrationsforschung,Sozialwissenschaften > Soziologie > Soziologie > Migrationsforschung
504022,Musiksoziologie,Sozialwissenschaften > Soziologie > Soziologie > Musiksoziologie
504023,Politische Soziologie,Sozialwissenschaften > Soziologie > Soziologie > Politische Soziologie
504024,Rechtssoziologie,Sozialwissenschaften > Soziologie > Soziologie > Rechtssoziologie
504025,Religionssoziologie,Sozialwissenschaften > Soziologie > Soziologie > Religionssoziologie
504026,Sozialgeschichte (601029),Sozialwissenschaften > Soziologie > Soziologie > Sozialgeschichte (601029)
504027,Spezielle Soziologie,Sozialwissenschaften > Soziologie > Soziologie > Spezielle Soziologie
504028,Techniksoziologie,Sozialwissenschaften > Soziologie > Soziologie > Techniksoziologie
504029,Umweltsoziologie,Sozialwissenschaften > Soziologie > Soziologie > Umweltsoziologie
504030,Wirtschaftssoziologie,Sozialwissenschaften > Soziologie > Soziologie > Wirtschaftssoziologie
505047,Allgemeines Verfahrensrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Allgemeines Verfahrensrecht
505033,Antidiskriminierungsrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Antidiskriminierungsrecht
505001,Arbeitsrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Arbeitsrecht
505034,Bank- und Kapitalmarktrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Bank- und Kapitalmarktrecht
505035,Baurecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Baurecht
505002,Datenschutz,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Datenschutz
505036,Energierecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Energierecht
505003,Europarecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Europarecht
505037,Familien- und Erbrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Familien- und Erbrecht
505004,Finanzrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Finanzrecht
505005,Geistiges Eigentum,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Geistiges Eigentum
505044,Gesellschaftsrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Gesellschaftsrecht
505006,Grundrechte,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Grundrechte
505045,Hochschulrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Hochschulrecht
505007,Insolvenzrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Insolvenzrecht
505008,Kriminologie,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Kriminologie
505046,Luft- und Weltraumrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Luft- und Weltraumrecht
505038,Marken- und Patentrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Marken- und Patentrecht
505009,Mediation,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Mediation
505039,Medienrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Medienrecht
505010,Medizinrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Medizinrecht
505011,Menschenrechte,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Menschenrechte
505012,Öffentliches Recht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Öffentliches Recht
505013,Privatrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Privatrecht
505051,Rechtsethik,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Rechtsethik
505014,Rechtsgeschichte,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Rechtsgeschichte
505015,Rechtsinformatik,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Rechtsinformatik
505016,Rechtstheorie,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Rechtstheorie
505017,Rechtsvergleichung,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Rechtsvergleichung
505018,Religionsrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Religionsrecht
505019,Römisches Recht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Römisches Recht
505048,Sachenrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Sachenrecht
505049,Schiedsverfahrensrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Schiedsverfahrensrecht
505020,Sozialrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Sozialrecht
505040,Sportrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Sportrecht
505021,Staatsrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Staatsrecht
505022,Steuerrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Steuerrecht
505023,Strafprozessrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Strafprozessrecht
505024,Strafrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Strafrecht
505050,Tierschutzrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Tierschutzrecht
505041,Umweltrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Umweltrecht
505025,Unternehmensrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Unternehmensrecht
505026,Verfassungsrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Verfassungsrecht
505042,Verkehrsrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Verkehrsrecht
505052,Versicherungsrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Versicherungsrecht
505027,Verwaltungslehre,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Verwaltungslehre
505028,Verwaltungsrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Verwaltungsrecht
505053,Verwaltungsverfahrensrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Verwaltungsverfahrensrecht
505029,Völkerrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Völkerrecht
505043,Wettbewerbs- und Kartellrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Wettbewerbs- und Kartellrecht
505030,Wirtschaftsrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Wirtschaftsrecht
505031,Zivilrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Zivilrecht
505032,Zivilverfahrensrecht,Sozialwissenschaften > Rechtswissenschaften > Rechtswissenschaften > Zivilverfahrensrecht
506001,Allgemeine Staatslehre,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Allgemeine Staatslehre
506015,Asylpolitik,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Asylpolitik
506002,E-Government,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > E-Government
506003,Entwicklungspolitik,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Entwicklungspolitik
506004,Europäische Integration,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Europäische Integration
506005,Forschungspolitik,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Forschungspolitik
506006,Friedensforschung,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Friedensforschung
506007,Internationale Beziehungen,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Internationale Beziehungen
506008,Konfliktforschung,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Konfliktforschung
506016,Migrationspolitik,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Migrationspolitik
506009,Organisationstheorie,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Organisationstheorie
506010,Politikfeldanalyse,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Politikfeldanalyse
506011,Politische Geschichte,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Politische Geschichte
506012,Politische Systeme,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Politische Systeme
506013,Politische Theorie,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Politische Theorie
506018,Terrorismusforschung,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Terrorismusforschung
506014,Vergleichende Politikwissenschaft,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Vergleichende Politikwissenschaft
506017,Wissenschafts- und Technologiepolitik,Sozialwissenschaften > Politikwissenschaften > Politikwissenschaften > Wissenschafts- und Technologiepolitik
507001,Angewandte Geographie,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Angewandte Geographie"
507002,Bevölkerungsgeographie,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Bevölkerungsgeographie"
507003,"Geoinformatik (105403, 207404)","Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Geoinformatik (105403, 207404)"
507004,Geschichte der Geographie (105406),"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Geschichte der Geographie (105406)"
507028,"Kartographie (105407, 207406)","Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Kartographie (105407, 207406)"
507005,Kulturgeographie,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Kulturgeographie"
507006,Kulturlandschaftsforschung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Kulturlandschaftsforschung"
507007,Landesplanung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Landesplanung"
507008,Landschaftsplanung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Landschaftsplanung"
507027,Nachhaltige Stadtentwicklung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Nachhaltige Stadtentwicklung"
507009,Örtliche Raumplanung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Örtliche Raumplanung"
507010,Politische Geographie,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Politische Geographie"
507011,Raumforschung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Raumforschung"
507012,Raumordnung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Raumordnung"
507013,Regionale Geographie,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Regionale Geographie"
507014,Regionalentwicklung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Regionalentwicklung"
507015,Regionalforschung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Regionalforschung"
507016,Regionalökonomie,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Regionalökonomie"
507017,Sozialgeographie,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Sozialgeographie"
507018,"Stadt-, Dorferneuerung","Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Stadt-, Dorferneuerung"
507019,Stadtentwicklungsplanung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Stadtentwicklungsplanung"
507020,Stadtforschung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Stadtforschung"
507021,Stadtgeschichte,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Stadtgeschichte"
507029,Stadtökologie,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Stadtökologie"
507022,Stadtplanung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Stadtplanung"
507023,Standortentwicklung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Standortentwicklung"
507024,Umweltpolitik,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Umweltpolitik"
507025,Verkehrsplanung,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Verkehrsplanung"
507026,Wirtschaftsgeographie,"Sozialwissenschaften > Humangeographie, Regionale Geographie, > Humangeographie, Regionale Geographie, > Wirtschaftsgeographie"
508001,Archivwesen,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Archivwesen
508002,Audiovisuelle Medien (202002),Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Audiovisuelle Medien (202002)
508003,Bibliothekswissenschaft,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Bibliothekswissenschaft
508004,Interkulturelle Kommunikation,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Interkulturelle Kommunikation
508005,Journalistik,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Journalistik
508006,Kommunikationstheorie,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Kommunikationstheorie
508007,Kommunikationswissenschaft,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Kommunikationswissenschaft
508008,Medienanalyse,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Medienanalyse
508019,Medienethik,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Medienethik
508009,Medienforschung,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Medienforschung
508010,Mediengeschichte,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Mediengeschichte
508011,Medientheorie,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Medientheorie
508012,Medienwirkungsforschung,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Medienwirkungsforschung
508021,Medienwissenschaft,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Medienwissenschaft
508017,Organisationskommunikation,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Organisationskommunikation
508020,Politische Kommunikation,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Politische Kommunikation
508013,Public Relations,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Public Relations
508014,Publizistik,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Publizistik
508018,Rezeptionsforschung,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Rezeptionsforschung
508015,Wirtschaftskommunikation,Sozialwissenschaften > Medien- und Kommunikationswissenschaften > Medien- und Kommunikationswissenschaften > Wirtschaftskommunikation
